instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,total_hour
2854.0,2011-05-03,2,0,5,19.0,0,2,1,1,0.68,0.6364,0.57,0.3582,42,323,365,365.0
2855.0,2011-05-03,2,0,5,20.0,0,2,1,1,0.66,0.6212,0.61,0.194,28,262,290,290.0
2856.0,2011-05-03,2,0,5,21.0,0,2,1,2,0.64,0.6212,0.61,0.4478,42,183,225,225.0
2857.0,2011-05-03,2,0,5,22.0,0,2,1,2,0.58,0.5455,0.6,0.3881,14,99,113,113.0
2858.0,2011-05-03,2,0,5,23.0,0,2,1,2,0.56,0.5303,0.68,0.3284,12,50,62,62.0
2859.0,2011-05-04,2,0,5,0.0,0,3,1,3,0.52,0.5,0.77,0.1642,5,22,27,27.0
2860.0,2011-05-04,2,0,5,1.0,0,3,1,3,0.5,0.4848,0.82,0.2836,1,6,7,7.0
2861.0,2011-05-04,2,0,5,2.0,0,3,1,3,0.5,0.4848,0.82,0.2836,0,4,4,4.0
2862.0,2011-05-04,2,0,5,3.0,0,3,1,3,0.42,0.4242,0.88,0.5224,0,1,1,1.0
2863.0,2011-05-04,2,0,5,4.0,0,3,1,3,0.38,0.3939,0.94,0.3284,1,2,3,3.0
2864.0,2011-05-04,2,0,5,5.0,0,3,1,3,0.36,0.3333,0.87,0.3284,1,8,9,9.0
2865.0,2011-05-04,2,0,5,6.0,0,3,1,3,0.34,0.303,0.93,0.3881,0,21,21,21.0
2866.0,2011-05-04,2,0,5,7.0,0,3,1,3,0.34,0.303,0.93,0.3582,6,46,52,52.0
2867.0,2011-05-04,2,0,5,8.0,0,3,1,3,0.34,0.303,0.93,0.3881,5,74,79,79.0
2868.0,2011-05-04,2,0,5,9.0,0,3,1,3,0.34,0.303,0.93,0.3582,5,35,40,40.0
2869.0,2011-05-04,2,0,5,10.0,0,3,1,2,0.34,0.3182,0.93,0.2836,5,26,31,31.0
2870.0,2011-05-04,2,0,5,11.0,0,3,1,1,0.4,0.4091,0.82,0.3284,3,69,72,72.0
2871.0,2011-05-04,2,0,5,12.0,0,3,1,2,0.44,0.4394,0.62,0.3582,19,105,124,124.0
2872.0,2011-05-04,2,0,5,13.0,0,3,1,2,0.46,0.4545,0.59,0.4478,15,128,143,143.0
2873.0,2011-05-04,2,0,5,14.0,0,3,1,1,0.5,0.4848,0.51,0.3881,13,94,107,107.0
2874.0,2011-05-04,2,0,5,15.0,0,3,1,1,0.48,0.4697,0.51,0.4179,22,107,129,129.0
2875.0,2011-05-04,2,0,5,16.0,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195,195.0
2876.0,2011-05-04,2,0,5,17.0,0,3,1,1,0.4,0.4091,0.71,0.2537,22,388,410,410.0
2877.0,2011-05-04,2,0,5,18.0,0,3,1,1,0.42,0.4242,0.67,0.2537,29,367,396,396.0
2878.0,2011-05-04,2,0,5,19.0,0,3,1,1,0.42,0.4242,0.58,0.3582,30,266,296,296.0
2879.0,2011-05-04,2,0,5,20.0,0,3,1,1,0.4,0.4091,0.62,0.3284,17,174,191,191.0
2880.0,2011-05-04,2,0,5,21.0,0,3,1,1,0.4,0.4091,0.62,0.1642,17,133,150,150.0
2881.0,2011-05-04,2,0,5,22.0,0,3,1,1,0.38,0.3939,0.62,0.2239,9,80,89,89.0
2882.0,2011-05-04,2,0,5,23.0,0,3,1,1,0.36,0.3485,0.62,0.2239,8,49,57,57.0
2883.0,2011-05-05,2,0,5,0.0,0,4,1,1,0.36,0.3485,0.66,0.194,4,23,27,27.0
2884.0,2011-05-05,2,0,5,1.0,0,4,1,1,0.34,0.3333,0.71,0.194,4,6,10,10.0
2885.0,2011-05-05,2,0,5,2.0,0,4,1,1,0.34,0.3182,0.66,0.2239,1,4,5,5.0
2886.0,2011-05-05,2,0,5,3.0,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4,4.0
2887.0,2011-05-05,2,0,5,4.0,0,4,1,1,0.34,0.3182,0.66,0.2537,4,3,7,7.0
2888.0,2011-05-05,2,0,5,5.0,0,4,1,1,0.34,0.3182,0.66,0.2537,1,29,30,30.0
2889.0,2011-05-05,2,0,5,6.0,0,4,1,1,0.34,0.3182,0.66,0.2537,3,86,89,89.0
2890.0,2011-05-05,2,0,5,7.0,0,4,1,1,0.38,0.3939,0.58,0.2537,16,255,271,271.0
2891.0,2011-05-05,2,0,5,8.0,0,4,1,1,0.42,0.4242,0.5,0.2537,25,415,440,440.0
2892.0,2011-05-05,2,0,5,9.0,0,4,1,1,0.46,0.4545,0.44,0.2836,20,164,184,184.0
2893.0,2011-05-05,2,0,5,10.0,0,4,1,1,0.5,0.4848,0.39,0.2836,30,98,128,128.0
2894.0,2011-05-05,2,0,5,11.0,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148,148.0
2895.0,2011-05-05,2,0,5,12.0,0,4,1,1,0.52,0.5,0.34,0.3582,27,169,196,196.0
2896.0,2011-05-05,2,0,5,13.0,0,4,1,1,0.54,0.5152,0.3,0.5821,50,142,192,192.0
2897.0,2011-05-05,2,0,5,14.0,0,4,1,1,0.54,0.5152,0.28,0.4478,19,135,154,154.0
2898.0,2011-05-05,2,0,5,15.0,0,4,1,1,0.56,0.5303,0.26,0.4925,27,120,147,147.0
2899.0,2011-05-05,2,0,5,16.0,0,4,1,1,0.58,0.5455,0.24,0.4179,36,233,269,269.0
2900.0,2011-05-05,2,0,5,17.0,0,4,1,1,0.56,0.5303,0.26,0.3881,66,467,533,533.0
2901.0,2011-05-05,2,0,5,18.0,0,4,1,1,0.56,0.5303,0.26,0.2836,64,456,520,520.0
2902.0,2011-05-05,2,0,5,19.0,0,4,1,1,0.54,0.5152,0.28,0.2239,56,305,361,361.0
2903.0,2011-05-05,2,0,5,20.0,0,4,1,1,0.5,0.4848,0.34,0.1642,33,225,258,258.0
2904.0,2011-05-05,2,0,5,21.0,0,4,1,1,0.5,0.4848,0.36,0.194,39,141,180,180.0
2905.0,2011-05-05,2,0,5,22.0,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165,165.0
2906.0,2011-05-05,2,0,5,23.0,0,4,1,1,0.46,0.4545,0.41,0.194,16,99,115,115.0
2907.0,2011-05-06,2,0,5,0.0,0,5,1,1,0.44,0.4394,0.44,0.1642,13,43,56,56.0
2908.0,2011-05-06,2,0,5,1.0,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32,32.0
2909.0,2011-05-06,2,0,5,2.0,0,5,1,1,0.38,0.3939,0.62,0.1045,1,15,16,16.0
2910.0,2011-05-06,2,0,5,3.0,0,5,1,1,0.36,0.3636,0.71,0.1045,3,6,9,9.0
2911.0,2011-05-06,2,0,5,4.0,0,5,1,1,0.36,0.3636,0.71,0.1045,0,1,1,1.0
2912.0,2011-05-06,2,0,5,5.0,0,5,1,1,0.34,0.3485,0.81,0.1045,0,16,16,16.0
2913.0,2011-05-06,2,0,5,6.0,0,5,1,1,0.36,0.3636,0.81,0.0896,8,74,82,82.0
2914.0,2011-05-06,2,0,5,7.0,0,5,1,1,0.4,0.4091,0.82,0.0,20,202,222,222.0
2915.0,2011-05-06,2,0,5,8.0,0,5,1,1,0.42,0.4242,0.77,0.2537,35,415,450,450.0
2916.0,2011-05-06,2,0,5,9.0,0,5,1,1,0.46,0.4545,0.67,0.2836,27,161,188,188.0
2917.0,2011-05-06,2,0,5,10.0,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97,127,127.0
2918.0,2011-05-06,2,0,5,11.0,0,5,1,2,0.54,0.5152,0.49,0.3284,42,123,165,165.0
2919.0,2011-05-06,2,0,5,12.0,0,5,1,1,0.56,0.5303,0.49,0.3582,48,198,246,246.0
2920.0,2011-05-06,2,0,5,13.0,0,5,1,1,0.58,0.5455,0.4,0.3284,71,182,253,253.0
2921.0,2011-05-06,2,0,5,14.0,0,5,1,1,0.6,0.6212,0.4,0.4478,86,127,213,213.0
2922.0,2011-05-06,2,0,5,15.0,0,5,1,1,0.6,0.6212,0.38,0.3881,89,171,260,260.0
2923.0,2011-05-06,2,0,5,16.0,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344,344.0
2924.0,2011-05-06,2,0,5,17.0,0,5,1,1,0.58,0.5455,0.4,0.3582,83,470,553,553.0
2925.0,2011-05-06,2,0,5,18.0,0,5,1,3,0.54,0.5152,0.52,0.3582,85,385,470,470.0
2926.0,2011-05-06,2,0,5,19.0,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253,292,292.0
2927.0,2011-05-06,2,0,5,20.0,0,5,1,1,0.52,0.5,0.48,0.1045,29,161,190,190.0
2928.0,2011-05-06,2,0,5,21.0,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152,152.0
2929.0,2011-05-06,2,0,5,22.0,0,5,1,1,0.46,0.4545,0.72,0.2239,46,105,151,151.0
2930.0,2011-05-06,2,0,5,23.0,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120,120.0
2931.0,2011-05-07,2,0,5,0.0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86,86.0
2932.0,2011-05-07,2,0,5,1.0,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58,58.0
2933.0,2011-05-07,2,0,5,2.0,0,6,0,1,0.42,0.4242,0.82,0.0896,5,47,52,52.0
2934.0,2011-05-07,2,0,5,3.0,0,6,0,1,0.42,0.4242,0.77,0.0896,9,9,18,18.0
2935.0,2011-05-07,2,0,5,4.0,0,6,0,1,0.4,0.4091,0.82,0.1045,1,4,5,5.0
2936.0,2011-05-07,2,0,5,5.0,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7,7.0
2937.0,2011-05-07,2,0,5,6.0,0,6,0,1,0.42,0.4242,0.77,0.0896,1,12,13,13.0
2938.0,2011-05-07,2,0,5,7.0,0,6,0,1,0.48,0.4697,0.59,0.0,8,32,40,40.0
2939.0,2011-05-07,2,0,5,8.0,0,6,0,1,0.52,0.5,0.52,0.194,19,96,115,115.0
2940.0,2011-05-07,2,0,5,9.0,0,6,0,1,0.54,0.5152,0.49,0.2836,54,164,218,218.0
2941.0,2011-05-07,2,0,5,10.0,0,6,0,1,0.56,0.5303,0.49,0.2985,90,208,298,298.0
2942.0,2011-05-07,2,0,5,11.0,0,6,0,1,0.56,0.5303,0.43,0.0,132,215,347,347.0
2943.0,2011-05-07,2,0,5,12.0,0,6,0,1,0.6,0.6212,0.4,0.194,129,244,373,373.0
2944.0,2011-05-07,2,0,5,13.0,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436,436.0
2945.0,2011-05-07,2,0,5,14.0,0,6,0,3,0.6,0.6212,0.35,0.1642,143,235,378,378.0
2946.0,2011-05-07,2,0,5,15.0,0,6,0,1,0.6,0.6212,0.38,0.2537,148,230,378,378.0
2947.0,2011-05-07,2,0,5,16.0,0,6,0,1,0.6,0.6212,0.38,0.194,119,223,342,342.0
2948.0,2011-05-07,2,0,5,17.0,0,6,0,1,0.58,0.5455,0.4,0.2239,138,216,354,354.0
2949.0,2011-05-07,2,0,5,18.0,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289,289.0
2950.0,2011-05-07,2,0,5,19.0,0,6,0,1,0.56,0.5303,0.43,0.194,88,179,267,267.0
2951.0,2011-05-07,2,0,5,20.0,0,6,0,1,0.56,0.5303,0.43,0.1343,82,137,219,219.0
2952.0,2011-05-07,2,0,5,21.0,0,6,0,1,0.54,0.5152,0.49,0.2239,58,124,182,182.0
2953.0,2011-05-07,2,0,5,22.0,0,6,0,1,0.54,0.5152,0.49,0.194,26,94,120,120.0
2954.0,2011-05-07,2,0,5,23.0,0,6,0,1,0.5,0.4848,0.59,0.1045,30,89,119,119.0
2955.0,2011-05-08,2,0,5,0.0,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100,100.0
2956.0,2011-05-08,2,0,5,1.0,0,0,0,2,0.52,0.5,0.55,0.0,8,56,64,64.0
2957.0,2011-05-08,2,0,5,2.0,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59,59.0
2958.0,2011-05-08,2,0,5,3.0,0,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31,31.0
2959.0,2011-05-08,2,0,5,4.0,0,0,0,1,0.42,0.4242,0.82,0.0,2,8,10,10.0
2960.0,2011-05-08,2,0,5,5.0,0,0,0,2,0.44,0.4394,0.77,0.0,0,5,5,5.0
2961.0,2011-05-08,2,0,5,6.0,0,0,0,2,0.44,0.4394,0.82,0.0,2,4,6,6.0
2962.0,2011-05-08,2,0,5,7.0,0,0,0,2,0.46,0.4545,0.82,0.0,8,15,23,23.0
2963.0,2011-05-08,2,0,5,8.0,0,0,0,1,0.52,0.5,0.63,0.1343,28,58,86,86.0
2964.0,2011-05-08,2,0,5,9.0,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160,160.0
2965.0,2011-05-08,2,0,5,10.0,0,0,0,1,0.58,0.5455,0.49,0.1343,91,153,244,244.0
2966.0,2011-05-08,2,0,5,11.0,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340,340.0
2967.0,2011-05-08,2,0,5,12.0,0,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382,382.0
2968.0,2011-05-08,2,0,5,13.0,0,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390,390.0
2969.0,2011-05-08,2,0,5,14.0,0,0,0,1,0.6,0.6212,0.49,0.0,126,240,366,366.0
2970.0,2011-05-08,2,0,5,15.0,0,0,0,1,0.6,0.6212,0.49,0.0,128,230,358,358.0
2971.0,2011-05-08,2,0,5,16.0,0,0,0,1,0.6,0.6212,0.46,0.1045,122,263,385,385.0
2972.0,2011-05-08,2,0,5,17.0,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351,351.0
2973.0,2011-05-08,2,0,5,18.0,0,0,0,1,0.58,0.5455,0.49,0.0,63,205,268,268.0
2974.0,2011-05-08,2,0,5,19.0,0,0,0,1,0.56,0.5303,0.64,0.0,61,178,239,239.0
2975.0,2011-05-08,2,0,5,20.0,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174,174.0
2976.0,2011-05-08,2,0,5,21.0,0,0,0,1,0.52,0.5,0.77,0.0896,32,95,127,127.0
2977.0,2011-05-08,2,0,5,22.0,0,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115,115.0
2978.0,2011-05-08,2,0,5,23.0,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50,50.0
2979.0,2011-05-09,2,0,5,0.0,0,1,1,1,0.46,0.4545,0.82,0.0896,31,22,53,53.0
2980.0,2011-05-09,2,0,5,1.0,0,1,1,1,0.44,0.4394,0.88,0.0,25,8,33,33.0
2981.0,2011-05-09,2,0,5,2.0,0,1,1,1,0.44,0.4394,0.94,0.0,6,2,8,8.0
2982.0,2011-05-09,2,0,5,3.0,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7,7,7.0
2983.0,2011-05-09,2,0,5,4.0,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4,4.0
2984.0,2011-05-09,2,0,5,5.0,0,1,1,1,0.42,0.4242,0.77,0.1642,0,23,23,23.0
2985.0,2011-05-09,2,0,5,6.0,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89,89.0
2986.0,2011-05-09,2,0,5,7.0,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237,237.0
2987.0,2011-05-09,2,0,5,8.0,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374,374.0
2988.0,2011-05-09,2,0,5,9.0,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178,178.0
2989.0,2011-05-09,2,0,5,10.0,0,1,1,1,0.56,0.5303,0.52,0.194,24,95,119,119.0
2990.0,2011-05-09,2,0,5,11.0,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125,125.0
2991.0,2011-05-09,2,0,5,12.0,0,1,1,1,0.6,0.6212,0.43,0.194,35,160,195,195.0
2992.0,2011-05-09,2,0,5,13.0,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174,174.0
2993.0,2011-05-09,2,0,5,14.0,0,1,1,1,0.62,0.6212,0.41,0.2239,44,118,162,162.0
2994.0,2011-05-09,2,0,5,15.0,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199,199.0
2995.0,2011-05-09,2,0,5,16.0,0,1,1,1,0.64,0.6212,0.38,0.2239,49,255,304,304.0
2996.0,2011-05-09,2,0,5,17.0,0,1,1,1,0.62,0.6212,0.38,0.2537,59,539,598,598.0
2997.0,2011-05-09,2,0,5,18.0,0,1,1,1,0.62,0.6212,0.38,0.2985,66,458,524,524.0
2998.0,2011-05-09,2,0,5,19.0,0,1,1,1,0.58,0.5455,0.43,0.194,45,339,384,384.0
2999.0,2011-05-09,2,0,5,20.0,0,1,1,1,0.54,0.5152,0.49,0.194,25,214,239,239.0
3000.0,2011-05-09,2,0,5,21.0,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156,156.0
3001.0,2011-05-09,2,0,5,22.0,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116,116.0
3002.0,2011-05-09,2,0,5,23.0,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61,61.0
3003.0,2011-05-10,2,0,5,0.0,0,2,1,1,0.48,0.4697,0.63,0.0,6,12,18,18.0
3004.0,2011-05-10,2,0,5,1.0,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15,15.0
3005.0,2011-05-10,2,0,5,2.0,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,5.0
3006.0,2011-05-10,2,0,5,3.0,0,2,1,1,0.44,0.4394,0.54,0.194,1,3,4,4.0
3007.0,2011-05-10,2,0,5,4.0,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2,2.0
3008.0,2011-05-10,2,0,5,5.0,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29,29.0
3009.0,2011-05-10,2,0,5,6.0,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112,112.0
3010.0,2011-05-10,2,0,5,7.0,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314,314.0
3011.0,2011-05-10,2,0,5,8.0,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425,425.0
3012.0,2011-05-10,2,0,5,9.0,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205,205.0
3013.0,2011-05-10,2,0,5,10.0,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127,127.0
3014.0,2011-05-10,2,0,5,11.0,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125,125.0
3015.0,2011-05-10,2,0,5,12.0,0,2,1,2,0.6,0.6212,0.38,0.0,47,170,217,217.0
3016.0,2011-05-10,2,0,5,13.0,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202,202.0
3017.0,2011-05-10,2,0,5,14.0,0,2,1,2,0.62,0.6212,0.33,0.0,42,134,176,176.0
3018.0,2011-05-10,2,0,5,15.0,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180,180.0
3019.0,2011-05-10,2,0,5,16.0,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327,327.0
3020.0,2011-05-10,2,0,5,17.0,0,2,1,1,0.64,0.6212,0.33,0.0,79,532,611,611.0
3021.0,2011-05-10,2,0,5,18.0,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550,550.0
3022.0,2011-05-10,2,0,5,19.0,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,434.0
3023.0,2011-05-10,2,0,5,20.0,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291,291.0
3024.0,2011-05-10,2,0,5,21.0,0,2,1,1,0.54,0.5152,0.52,0.0,30,173,203,203.0
3025.0,2011-05-10,2,0,5,22.0,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150,150.0
3026.0,2011-05-10,2,0,5,23.0,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81,81.0
3027.0,2011-05-11,2,0,5,0.0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38,38.0
3028.0,2011-05-11,2,0,5,1.0,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20,20.0
3029.0,2011-05-11,2,0,5,2.0,0,3,1,1,0.52,0.5,0.59,0.0,6,4,10,10.0
3030.0,2011-05-11,2,0,5,3.0,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,3.0
3031.0,2011-05-11,2,0,5,4.0,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2,2.0
3032.0,2011-05-11,2,0,5,5.0,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20,20.0
3033.0,2011-05-11,2,0,5,6.0,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99,99.0
3034.0,2011-05-11,2,0,5,7.0,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318,318.0
3035.0,2011-05-11,2,0,5,8.0,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442,442.0
3036.0,2011-05-11,2,0,5,9.0,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203,203.0
3037.0,2011-05-11,2,0,5,10.0,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154,154.0
3038.0,2011-05-11,2,0,5,11.0,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,141.0
3039.0,2011-05-11,2,0,5,12.0,0,3,1,1,0.6,0.6212,0.56,0.0,41,185,226,226.0
3040.0,2011-05-11,2,0,5,13.0,0,3,1,1,0.62,0.6212,0.5,0.0,36,157,193,193.0
3041.0,2011-05-11,2,0,5,14.0,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177,177.0
3042.0,2011-05-11,2,0,5,15.0,0,3,1,1,0.64,0.6212,0.41,0.0,48,131,179,179.0
3043.0,2011-05-11,2,0,5,16.0,0,3,1,1,0.66,0.6212,0.39,0.0,49,240,289,289.0
3044.0,2011-05-11,2,0,5,17.0,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259,259.0
3045.0,2011-05-11,2,0,5,18.0,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,274.0
3046.0,2011-05-11,2,0,5,19.0,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,401.0
3047.0,2011-05-11,2,0,5,20.0,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273,273.0
3048.0,2011-05-11,2,0,5,21.0,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234,234.0
3049.0,2011-05-11,2,0,5,22.0,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146,146.0
3050.0,2011-05-11,2,0,5,23.0,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81,81.0
3051.0,2011-05-12,2,0,5,0.0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44,44.0
3052.0,2011-05-12,2,0,5,1.0,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17,17.0
3053.0,2011-05-12,2,0,5,2.0,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15,15.0
3054.0,2011-05-12,2,0,5,3.0,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,5.0
3055.0,2011-05-12,2,0,5,4.0,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6,6.0
3056.0,2011-05-12,2,0,5,5.0,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29,29.0
3057.0,2011-05-12,2,0,5,6.0,0,4,1,1,0.44,0.4394,0.88,0.0,9,103,112,112.0
3058.0,2011-05-12,2,0,5,7.0,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,297.0
3059.0,2011-05-12,2,0,5,8.0,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421,421.0
3060.0,2011-05-12,2,0,5,9.0,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212,212.0
3061.0,2011-05-12,2,0,5,10.0,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147,147.0
3062.0,2011-05-12,2,0,5,11.0,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179,179.0
3063.0,2011-05-12,2,0,5,12.0,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207,207.0
3064.0,2011-05-12,2,0,5,13.0,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,218.0
3065.0,2011-05-12,2,0,5,14.0,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191,191.0
3066.0,2011-05-12,2,0,5,15.0,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217,217.0
3067.0,2011-05-12,2,0,5,16.0,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288,288.0
3068.0,2011-05-12,2,0,5,17.0,0,4,1,2,0.64,0.6212,0.57,0.194,54,540,594,594.0
3069.0,2011-05-12,2,0,5,18.0,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527,527.0
3070.0,2011-05-12,2,0,5,19.0,0,4,1,2,0.6,0.6061,0.64,0.194,59,305,364,364.0
3071.0,2011-05-12,2,0,5,20.0,0,4,1,1,0.6,0.6061,0.64,0.194,56,220,276,276.0
3072.0,2011-05-12,2,0,5,21.0,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223,223.0
3073.0,2011-05-12,2,0,5,22.0,0,4,1,1,0.54,0.5152,0.83,0.194,25,147,172,172.0
3074.0,2011-05-12,2,0,5,23.0,0,4,1,2,0.54,0.5152,0.77,0.194,16,87,103,103.0
3075.0,2011-05-13,2,0,5,0.0,0,5,1,2,0.52,0.5,0.83,0.1642,6,46,52,52.0
3076.0,2011-05-13,2,0,5,1.0,0,5,1,1,0.52,0.5,0.83,0.1642,5,15,20,20.0
3077.0,2011-05-13,2,0,5,2.0,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11,11.0
3078.0,2011-05-13,2,0,5,3.0,0,5,1,2,0.5,0.4848,0.88,0.1343,2,2,4,4.0
3079.0,2011-05-13,2,0,5,4.0,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5,5.0
3080.0,2011-05-13,2,0,5,5.0,0,5,1,2,0.5,0.4848,0.88,0.194,1,24,25,25.0
3081.0,2011-05-13,2,0,5,6.0,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82,82.0
3082.0,2011-05-13,2,0,5,7.0,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157,157.0
3083.0,2011-05-13,2,0,5,8.0,0,5,1,2,0.5,0.4848,0.88,0.194,26,361,387,387.0
3084.0,2011-05-13,2,0,5,9.0,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233,233.0
3085.0,2011-05-13,2,0,5,10.0,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130,130.0
3086.0,2011-05-13,2,0,5,11.0,0,5,1,2,0.52,0.5,0.83,0.1642,56,90,146,146.0
3087.0,2011-05-13,2,0,5,12.0,0,5,1,2,0.52,0.5,0.88,0.194,53,170,223,223.0
3088.0,2011-05-13,2,0,5,13.0,0,5,1,2,0.52,0.5,0.88,0.3881,69,157,226,226.0
3089.0,2011-05-13,2,0,5,14.0,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,190,190.0
3090.0,2011-05-13,2,0,5,15.0,0,5,1,2,0.52,0.5,0.88,0.1642,56,142,198,198.0
3091.0,2011-05-13,2,0,5,16.0,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300,300.0
3092.0,2011-05-13,2,0,5,17.0,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491,491.0
3093.0,2011-05-13,2,0,5,18.0,0,5,1,3,0.52,0.5,0.88,0.1642,39,359,398,398.0
3094.0,2011-05-13,2,0,5,19.0,0,5,1,2,0.52,0.5,0.83,0.194,25,245,270,270.0
